date,symbol,adjOpen,adjHigh,adjLow,BTCUSD,volume
2015-01-01,BTCUSD,322.31,322.9,313.81,314.96,0
2015-01-02,BTCUSD,314.54,316.74,313.28,315.81,0
2015-01-03,BTCUSD,315.8,315.99,277.5,278.22,0
2015-01-04,BTCUSD,278.04,288.74,255.03,264.19,0
2015-01-05,BTCUSD,264.04,280.44,263.75,274.84,0
2015-01-06,BTCUSD,274.85,291.94,272.1,288.43,0
2015-01-07,BTCUSD,288.36,303.33,284.0,297.99,0
2015-01-08,BTCUSD,297.89,298.47,282.01,283.21,0
2015-01-09,BTCUSD,283.99,297.32,280.4,290.51,0
2015-01-10,BTCUSD,290.58,292.1,275.0,276.03,0
2015-01-11,BTCUSD,276.01,282.86,265.83,267.27,0
2015-01-12,BTCUSD,267.54,274.44,266.24,268.75,0
2015-01-13,BTCUSD,268.6,269.66,219.0,228.07,0
2015-01-14,BTCUSD,228.49,228.49,166.45,182.0,0
2015-01-15,BTCUSD,181.0,230.74,179.05,209.81,0
2015-01-16,BTCUSD,209.81,223.1,197.72,208.5,0
2015-01-17,BTCUSD,208.52,214.0,192.2,201.09,0
2015-01-18,BTCUSD,201.08,222.0,194.0,211.03,0
2015-01-19,BTCUSD,210.98,219.95,207.0,216.2,0
2015-01-20,BTCUSD,216.14,219.25,203.7,212.11,0
2015-01-21,BTCUSD,212.1,230.0,211.0,228.08,0
2015-01-22,BTCUSD,228.05,242.0,225.29,234.7,0
2015-01-23,BTCUSD,234.7,236.98,225.13,233.12,0
2015-01-24,BTCUSD,233.37,249.77,229.03,248.66,0
2015-01-25,BTCUSD,248.94,259.39,245.0,254.73,0
2015-01-26,BTCUSD,254.72,315.0,254.65,276.01,0
2015-01-27,BTCUSD,276.01,280.37,250.0,265.09,0
2015-01-28,BTCUSD,265.55,269.97,226.35,234.5,0
2015-01-29,BTCUSD,234.49,239.33,220.0,233.01,0
2015-01-30,BTCUSD,233.7,243.89,224.22,226.44,0
2015-01-31,BTCUSD,226.45,234.03,213.1,215.8,0
2015-02-01,BTCUSD,215.91,233.32,211.02,226.92,0
2015-02-02,BTCUSD,226.86,247.5,222.5,238.99,0
2015-02-03,BTCUSD,238.86,248.42,222.66,227.96,0
2015-02-04,BTCUSD,227.81,233.0,220.23,227.78,0
2015-02-05,BTCUSD,227.78,228.8,210.12,216.47,0
2015-02-06,BTCUSD,216.43,225.88,215.0,222.65,0
2015-02-07,BTCUSD,222.66,239.78,222.66,228.8,0
2015-02-08,BTCUSD,228.8,232.9,221.1,223.85,0
2015-02-09,BTCUSD,224.13,225.98,215.33,220.48,0
2015-02-10,BTCUSD,220.48,223.88,214.0,220.87,0
2015-02-11,BTCUSD,220.75,224.4,218.1,219.8,0
2015-02-12,BTCUSD,219.8,223.2,217.8,222.55,0
2015-02-13,BTCUSD,222.39,242.5,221.46,236.13,0
2015-02-14,BTCUSD,235.8,261.3,235.51,257.0,0
2015-02-15,BTCUSD,257.01,268.54,228.2,235.88,0
2015-02-16,BTCUSD,235.34,243.65,228.62,233.5,0
2015-02-17,BTCUSD,233.5,246.28,231.5,244.0,0
2015-02-18,BTCUSD,243.82,244.99,231.01,236.27,0
2015-02-19,BTCUSD,236.26,243.42,234.97,240.0,0
2015-02-20,BTCUSD,240.2,248.98,238.95,244.5,0
2015-02-21,BTCUSD,244.51,247.73,243.28,245.54,0
2015-02-22,BTCUSD,245.53,247.78,232.1,236.5,0
2015-02-23,BTCUSD,236.5,241.0,232.61,239.4,0
2015-02-24,BTCUSD,239.33,240.99,236.7,239.73,0
2015-02-25,BTCUSD,239.95,240.83,235.53,237.99,0
2015-02-26,BTCUSD,237.98,238.33,233.62,236.93,0
2015-02-27,BTCUSD,236.93,262.8,236.64,255.05,0
2015-02-28,BTCUSD,255.06,257.4,251.25,255.7,0
2015-03-01,BTCUSD,255.7,266.91,245.65,262.4,0
2015-03-02,BTCUSD,262.47,279.61,258.98,277.41,0
2015-03-03,BTCUSD,277.3,294.0,267.04,283.75,0
2015-03-04,BTCUSD,283.8,285.99,267.0,273.33,0
2015-03-05,BTCUSD,272.92,284.99,262.0,277.69,0
2015-03-06,BTCUSD,277.69,279.75,268.8,273.36,0
2015-03-07,BTCUSD,273.27,280.76,270.55,276.97,0
2015-03-08,BTCUSD,276.98,278.68,271.61,275.59,0
2015-03-09,BTCUSD,275.58,295.0,275.01,291.0,0
2015-03-10,BTCUSD,291.0,303.96,289.03,292.62,0
2015-03-11,BTCUSD,292.64,298.75,291.0,296.7,0
2015-03-12,BTCUSD,296.6,298.8,291.04,295.5,0
2015-03-13,BTCUSD,295.52,295.91,282.13,283.19,0
2015-03-14,BTCUSD,283.18,287.6,281.36,282.6,0
2015-03-15,BTCUSD,282.54,287.8,281.59,286.9,0
2015-03-16,BTCUSD,286.71,295.2,286.45,291.19,0
2015-03-17,BTCUSD,292.23,292.9,281.56,285.25,0
2015-03-18,BTCUSD,285.11,285.25,248.0,257.21,0
2015-03-19,BTCUSD,257.2,269.5,246.98,261.98,0
2015-03-20,BTCUSD,261.7,267.0,259.36,262.19,0
2015-03-21,BTCUSD,262.18,263.01,255.1,260.47,0
2015-03-22,BTCUSD,260.6,270.8,259.74,268.82,0
2015-03-23,BTCUSD,268.6,271.5,262.0,267.23,0
2015-03-24,BTCUSD,267.31,268.4,241.39,246.0,0
2015-03-25,BTCUSD,246.0,250.95,235.7,246.29,0
2015-03-26,BTCUSD,246.29,255.0,244.5,249.33,0
2015-03-27,BTCUSD,249.21,250.45,245.23,246.5,0
2015-03-28,BTCUSD,246.5,255.96,246.49,252.95,0
2015-03-29,BTCUSD,252.9,253.01,238.89,242.74,0
2015-03-30,BTCUSD,242.9,250.98,236.24,247.93,0
2015-03-31,BTCUSD,247.93,248.8,242.0,244.51,0
2015-04-01,BTCUSD,244.56,248.71,239.21,246.93,0
2015-04-02,BTCUSD,247.07,254.94,243.0,253.23,0
2015-04-03,BTCUSD,253.33,256.49,250.31,254.24,0
2015-04-04,BTCUSD,254.24,255.7,250.32,253.6,0
2015-04-05,BTCUSD,253.7,261.25,251.55,260.5,0
2015-04-06,BTCUSD,260.75,262.45,253.4,255.73,0
2015-04-07,BTCUSD,255.62,257.9,253.01,253.7,0
2015-04-08,BTCUSD,253.7,254.99,242.72,244.92,0
2015-04-09,BTCUSD,244.94,246.79,236.5,243.58,0
2015-04-10,BTCUSD,243.56,243.74,230.75,236.12,0
2015-04-11,BTCUSD,236.12,240.58,233.72,236.86,0
2015-04-12,BTCUSD,236.83,238.7,232.38,236.38,0
2015-04-13,BTCUSD,236.21,237.7,220.14,224.9,0
2015-04-14,BTCUSD,224.9,225.75,216.37,220.16,0
2015-04-15,BTCUSD,220.1,224.75,219.01,223.98,0
2015-04-16,BTCUSD,223.8,230.0,223.01,228.14,0
2015-04-17,BTCUSD,228.23,228.98,219.58,222.4,0
2015-04-18,BTCUSD,222.39,224.16,219.94,223.08,0
2015-04-19,BTCUSD,223.23,227.0,222.1,222.16,0
2015-04-20,BTCUSD,222.28,227.0,221.24,224.21,0
2015-04-21,BTCUSD,224.21,236.99,224.16,236.96,0
2015-04-22,BTCUSD,236.18,238.99,232.0,234.14,0
2015-04-23,BTCUSD,233.65,237.22,233.0,236.01,0
2015-04-24,BTCUSD,235.82,236.51,228.7,231.38,0
2015-04-25,BTCUSD,231.21,232.7,225.35,226.01,0
2015-04-26,BTCUSD,226.1,226.84,213.92,219.7,0
2015-04-27,BTCUSD,219.73,232.49,218.24,227.13,0
2015-04-28,BTCUSD,226.91,228.05,222.16,225.3,0
2015-04-29,BTCUSD,225.3,227.8,222.66,225.23,0
2015-04-30,BTCUSD,225.56,240.89,224.63,236.11,0
2015-05-01,BTCUSD,236.18,239.25,231.26,231.78,0
2015-05-02,BTCUSD,231.75,235.79,231.75,234.81,0
2015-05-03,BTCUSD,234.76,243.73,233.75,240.57,0
2015-05-04,BTCUSD,240.69,243.6,236.98,238.54,0
2015-05-05,BTCUSD,238.68,239.49,231.05,235.87,0
2015-05-06,BTCUSD,235.85,236.75,226.42,229.27,0
2015-05-07,BTCUSD,229.04,239.79,227.81,237.3,0
2015-05-08,BTCUSD,237.3,249.22,236.2,244.5,0
2015-05-09,BTCUSD,244.52,249.21,240.1,242.54,0
2015-05-10,BTCUSD,242.53,245.95,238.79,240.73,0
2015-05-11,BTCUSD,240.8,245.49,238.5,242.46,0
2015-05-12,BTCUSD,242.44,244.67,240.86,241.92,0
2015-05-13,BTCUSD,242.01,245.0,234.22,235.7,0
2015-05-14,BTCUSD,235.72,238.39,232.1,236.68,0
2015-05-15,BTCUSD,236.7,239.0,233.88,237.3,0
2015-05-16,BTCUSD,237.24,237.58,234.0,235.7,0
2015-05-17,BTCUSD,235.85,238.24,235.6,236.15,0
2015-05-18,BTCUSD,236.25,237.25,229.0,232.82,0
2015-05-19,BTCUSD,232.83,236.76,231.19,231.7,0
2015-05-20,BTCUSD,231.56,235.24,231.56,234.24,0
2015-05-21,BTCUSD,234.26,236.5,233.9,235.27,0
2015-05-22,BTCUSD,235.25,241.83,234.59,240.97,0
2015-05-23,BTCUSD,240.97,241.2,237.54,238.81,0
2015-05-24,BTCUSD,238.86,242.98,238.52,240.96,0
2015-05-25,BTCUSD,240.92,241.12,236.1,237.1,0
2015-05-26,BTCUSD,237.1,238.5,235.26,237.36,0
2015-05-27,BTCUSD,237.37,239.3,235.0,236.85,0
2015-05-28,BTCUSD,236.48,237.5,235.85,236.86,0
2015-05-29,BTCUSD,236.83,237.16,235.02,236.52,0
2015-05-30,BTCUSD,236.72,236.73,228.2,232.54,0
2015-05-31,BTCUSD,232.35,232.69,227.0,228.7,0
2015-06-01,BTCUSD,228.38,230.89,219.71,222.0,0
2015-06-02,BTCUSD,222.01,226.0,220.97,224.68,0
2015-06-03,BTCUSD,224.7,227.0,222.26,225.11,0
2015-06-04,BTCUSD,225.14,225.77,222.64,223.24,0
2015-06-05,BTCUSD,223.24,229.23,222.65,224.51,0
2015-06-06,BTCUSD,224.7,228.0,223.9,225.66,0
2015-06-07,BTCUSD,225.69,227.0,222.29,223.26,0
2015-06-08,BTCUSD,223.29,230.63,223.25,228.76,0
2015-06-09,BTCUSD,228.79,232.07,227.79,229.06,0
2015-06-10,BTCUSD,229.06,229.97,227.48,228.6,0
2015-06-11,BTCUSD,228.61,230.7,228.6,230.0,0
2015-06-12,BTCUSD,229.99,231.34,229.11,229.55,0
2015-06-13,BTCUSD,229.51,234.3,228.4,232.87,0
2015-06-14,BTCUSD,232.86,235.44,232.51,233.54,0
2015-06-15,BTCUSD,233.5,238.16,233.35,236.98,0
2015-06-16,BTCUSD,236.97,254.0,236.0,252.17,0
2015-06-17,BTCUSD,252.19,259.1,246.0,248.95,0
2015-06-18,BTCUSD,248.96,253.7,243.0,249.51,0
2015-06-19,BTCUSD,249.38,252.13,243.5,244.58,0
2015-06-20,BTCUSD,244.56,245.9,240.0,245.38,0
2015-06-21,BTCUSD,245.38,245.69,241.09,244.25,0
2015-06-22,BTCUSD,244.25,247.99,243.5,246.67,0
2015-06-23,BTCUSD,246.69,247.35,242.0,244.25,0
2015-06-24,BTCUSD,244.19,244.19,239.0,239.8,0
2015-06-25,BTCUSD,239.75,243.0,239.5,242.05,0
2015-06-26,BTCUSD,242.15,243.9,240.61,243.29,0
2015-06-27,BTCUSD,243.29,251.77,242.6,251.61,0
2015-06-28,BTCUSD,251.6,252.06,247.25,248.71,0
2015-06-29,BTCUSD,248.71,257.74,248.57,256.69,0
2015-06-30,BTCUSD,256.7,269.0,253.05,262.89,0
2015-07-01,BTCUSD,262.9,264.81,252.77,258.1,0
2015-07-02,BTCUSD,258.08,262.61,253.0,254.52,0
2015-07-03,BTCUSD,254.52,256.9,252.11,256.09,0
2015-07-04,BTCUSD,256.12,262.64,253.57,260.58,0
2015-07-05,BTCUSD,260.57,275.88,258.0,271.96,0
2015-07-06,BTCUSD,271.82,278.69,267.33,269.23,0
2015-07-07,BTCUSD,269.24,271.5,262.61,265.72,0
2015-07-08,BTCUSD,265.78,274.11,263.0,270.52,0
2015-07-09,BTCUSD,270.49,274.0,266.22,269.23,0
2015-07-10,BTCUSD,269.22,296.1,268.58,285.36,0
2015-07-11,BTCUSD,285.35,299.56,283.46,293.18,0
2015-07-12,BTCUSD,293.19,316.23,291.81,311.14,0
2015-07-13,BTCUSD,311.14,312.0,281.5,292.65,0
2015-07-14,BTCUSD,292.6,297.25,286.0,286.83,0
2015-07-15,BTCUSD,286.87,294.44,283.51,285.42,0
2015-07-16,BTCUSD,285.42,295.0,275.21,278.94,0
2015-07-17,BTCUSD,278.93,281.55,272.0,279.82,0
2015-07-18,BTCUSD,279.52,283.33,276.12,277.25,0
2015-07-19,BTCUSD,277.25,279.18,274.69,275.04,0
2015-07-20,BTCUSD,275.04,280.5,273.5,280.2,0
2015-07-21,BTCUSD,280.2,282.1,275.09,275.55,0
2015-07-22,BTCUSD,275.55,278.39,274.5,277.99,0
2015-07-23,BTCUSD,277.88,278.44,275.56,276.51,0
2015-07-24,BTCUSD,276.48,289.93,276.02,288.6,0
2015-07-25,BTCUSD,288.58,292.35,286.39,289.37,0
2015-07-26,BTCUSD,289.36,294.57,288.12,293.01,0
2015-07-27,BTCUSD,293.0,298.74,286.0,294.84,0
2015-07-28,BTCUSD,294.73,298.93,293.61,295.23,0
2015-07-29,BTCUSD,295.24,295.68,286.02,289.92,0
2015-07-30,BTCUSD,289.92,291.0,284.01,288.21,0
2015-07-31,BTCUSD,288.02,289.85,281.0,284.45,0
2015-08-01,BTCUSD,284.45,284.99,276.53,280.31,0
2015-08-02,BTCUSD,280.31,283.44,276.26,282.44,0
2015-08-03,BTCUSD,282.44,287.05,279.7,281.28,0
2015-08-04,BTCUSD,281.28,285.94,281.28,285.47,0
2015-08-05,BTCUSD,285.47,285.94,281.49,282.61,0
2015-08-06,BTCUSD,282.58,282.58,278.0,279.08,0
2015-08-07,BTCUSD,279.08,281.0,276.07,280.19,0
2015-08-08,BTCUSD,280.04,280.32,260.62,261.34,0
2015-08-09,BTCUSD,261.34,267.6,260.73,265.58,0
2015-08-10,BTCUSD,265.69,267.72,262.17,265.1,0
2015-08-11,BTCUSD,265.09,272.99,264.81,271.96,0
2015-08-12,BTCUSD,271.97,273.75,265.8,267.1,0
2015-08-13,BTCUSD,267.09,268.0,263.33,264.47,0
2015-08-14,BTCUSD,264.47,268.97,262.13,266.09,0
2015-08-15,BTCUSD,266.32,267.76,260.96,262.2,0
2015-08-16,BTCUSD,262.04,262.9,256.5,259.9,0
2015-08-17,BTCUSD,259.9,262.37,257.4,258.49,0
2015-08-18,BTCUSD,258.5,258.5,162.0,194.52,0
2015-08-19,BTCUSD,194.52,255.08,178.12,226.32,0
2015-08-20,BTCUSD,226.31,237.94,226.27,235.54,0
2015-08-21,BTCUSD,235.55,236.43,230.52,232.17,0
2015-08-22,BTCUSD,232.46,234.71,221.77,230.27,0
2015-08-23,BTCUSD,230.33,232.88,225.58,228.53,0
2015-08-24,BTCUSD,228.1,228.69,207.62,210.5,0
2015-08-25,BTCUSD,210.49,228.77,196.6,222.03,0
2015-08-26,BTCUSD,222.7,232.38,220.1,226.12,0
2015-08-27,BTCUSD,226.13,229.5,224.0,225.8,0
2015-08-28,BTCUSD,225.66,238.9,220.11,231.83,0
2015-08-29,BTCUSD,232.08,234.03,227.16,230.75,0
2015-08-30,BTCUSD,230.9,233.96,225.2,229.99,0
2015-08-31,BTCUSD,229.99,233.69,225.31,231.35,0
2015-09-01,BTCUSD,231.06,232.39,226.55,228.24,0
2015-09-02,BTCUSD,228.24,231.89,226.51,229.71,0
2015-09-03,BTCUSD,229.71,229.96,226.1,227.25,0
2015-09-04,BTCUSD,227.29,231.66,227.01,230.89,0
2015-09-05,BTCUSD,230.88,239.76,230.01,235.84,0
2015-09-06,BTCUSD,235.84,248.48,235.5,240.97,0
2015-09-07,BTCUSD,241.0,243.0,239.03,240.85,0
2015-09-08,BTCUSD,240.91,247.68,240.27,244.2,0
2015-09-09,BTCUSD,244.2,245.57,238.38,239.07,0
2015-09-10,BTCUSD,238.97,241.9,237.01,239.49,0
2015-09-11,BTCUSD,239.4,242.78,239.39,240.6,0
2015-09-12,BTCUSD,240.9,241.0,235.33,235.77,0
2015-09-13,BTCUSD,235.86,236.85,228.95,230.96,0
2015-09-14,BTCUSD,231.11,233.9,228.4,230.89,0
2015-09-15,BTCUSD,231.07,232.93,229.5,230.93,0
2015-09-16,BTCUSD,230.91,232.12,227.33,228.99,0
2015-09-17,BTCUSD,228.99,235.71,228.99,233.61,0
2015-09-18,BTCUSD,233.65,236.26,232.52,233.78,0
2015-09-19,BTCUSD,233.79,234.19,231.4,232.09,0
2015-09-20,BTCUSD,232.01,233.38,231.4,232.12,0
2015-09-21,BTCUSD,232.11,232.97,226.38,227.22,0
2015-09-22,BTCUSD,227.25,233.95,224.25,231.11,0
2015-09-23,BTCUSD,231.43,233.0,230.03,230.54,0
2015-09-24,BTCUSD,230.57,236.25,230.54,234.65,0
2015-09-25,BTCUSD,234.65,237.7,233.05,235.26,0
2015-09-26,BTCUSD,235.39,235.95,233.75,234.63,0
2015-09-27,BTCUSD,234.63,234.78,233.0,233.37,0
2015-09-28,BTCUSD,233.37,241.44,233.37,240.43,0
2015-09-29,BTCUSD,240.43,241.5,236.61,236.8,0
2015-09-30,BTCUSD,236.9,238.78,235.11,236.49,0
2015-10-01,BTCUSD,236.72,240.09,236.19,238.48,0
2015-10-02,BTCUSD,238.25,240.0,237.33,237.86,0
2015-10-03,BTCUSD,237.84,241.11,237.68,239.79,0
2015-10-04,BTCUSD,239.73,240.93,239.29,239.5,0
2015-10-05,BTCUSD,239.47,242.89,236.24,242.0,0
2015-10-06,BTCUSD,242.01,249.01,241.51,247.36,0
2015-10-07,BTCUSD,247.35,247.93,243.5,244.0,0
2015-10-08,BTCUSD,244.0,245.65,242.62,243.0,0
2015-10-09,BTCUSD,242.99,245.45,242.63,244.82,0
2015-10-10,BTCUSD,244.93,246.41,243.5,246.01,0
2015-10-11,BTCUSD,245.93,248.73,243.75,247.99,0
2015-10-12,BTCUSD,247.92,248.45,245.21,246.17,0
2015-10-13,BTCUSD,246.15,253.43,244.0,251.25,0
2015-10-14,BTCUSD,251.08,255.95,250.1,253.5,0
2015-10-15,BTCUSD,253.5,257.5,253.44,255.19,0
2015-10-16,BTCUSD,255.19,267.83,254.91,263.45,0
2015-10-17,BTCUSD,263.47,275.19,258.32,272.9,0
2015-10-18,BTCUSD,272.9,274.66,263.3,265.01,0
2015-10-19,BTCUSD,265.29,268.28,262.35,265.1,0
2015-10-20,BTCUSD,265.02,273.97,264.39,270.97,0
2015-10-21,BTCUSD,270.99,272.28,264.1,267.8,0
2015-10-22,BTCUSD,267.99,279.97,267.3,275.83,0
2015-10-23,BTCUSD,275.83,280.9,275.15,279.21,0
2015-10-24,BTCUSD,279.04,284.47,279.0,284.19,0
2015-10-25,BTCUSD,284.19,295.99,281.2,284.79,0
2015-10-26,BTCUSD,284.7,287.92,282.25,287.22,0
2015-10-27,BTCUSD,287.22,298.86,286.71,295.29,0
2015-10-28,BTCUSD,295.29,307.99,295.29,304.5,0
2015-10-29,BTCUSD,304.5,321.53,301.5,314.88,0
2015-10-30,BTCUSD,314.23,336.0,313.82,328.19,0
2015-10-31,BTCUSD,328.2,335.87,307.2,316.0,0
2015-11-01,BTCUSD,316.0,333.49,313.6,330.23,0
2015-11-02,BTCUSD,330.23,373.12,326.8,365.33,0
2015-11-03,BTCUSD,365.08,423.88,361.11,405.0,0
2015-11-04,BTCUSD,404.98,504.0,366.66,409.24,0
2015-11-05,BTCUSD,409.23,449.95,370.0,387.14,0
2015-11-06,BTCUSD,387.93,396.78,351.2,375.56,0
2015-11-07,BTCUSD,375.56,392.23,371.32,384.99,0
2015-11-08,BTCUSD,384.28,390.33,365.56,374.1,0
2015-11-09,BTCUSD,374.52,388.99,360.0,381.1,0
2015-11-10,BTCUSD,381.1,383.4,327.02,340.18,0
2015-11-11,BTCUSD,340.18,343.79,300.28,314.45,0
2015-11-12,BTCUSD,314.45,346.44,314.14,336.84,0
2015-11-13,BTCUSD,336.86,343.75,326.22,338.53,0
2015-11-14,BTCUSD,338.54,340.72,328.5,333.37,0
2015-11-15,BTCUSD,333.39,336.6,315.0,320.52,0
2015-11-16,BTCUSD,320.8,335.0,315.2,332.1,0
2015-11-17,BTCUSD,332.16,342.5,331.05,336.29,0
2015-11-18,BTCUSD,336.29,338.99,327.91,335.94,0
2015-11-19,BTCUSD,335.83,336.57,324.02,326.5,0
2015-11-20,BTCUSD,326.49,326.77,309.46,322.2,0
2015-11-21,BTCUSD,322.29,329.35,318.95,327.84,0
2015-11-22,BTCUSD,327.84,327.85,320.36,324.66,0
2015-11-23,BTCUSD,324.66,327.5,320.9,323.63,0
2015-11-24,BTCUSD,323.65,323.77,315.55,320.1,0
2015-11-25,BTCUSD,320.49,332.43,316.02,329.85,0
2015-11-26,BTCUSD,329.85,369.9,329.35,354.0,0
2015-11-27,BTCUSD,354.0,367.0,348.18,358.9,0
2015-11-28,BTCUSD,359.0,362.44,351.0,358.6,0
2015-11-29,BTCUSD,358.54,376.0,355.17,373.89,0
2015-11-30,BTCUSD,373.84,384.99,368.11,376.88,0
2015-12-01,BTCUSD,376.89,379.99,353.1,362.59,0
2015-12-02,BTCUSD,362.59,363.22,346.13,359.12,0
2015-12-03,BTCUSD,359.12,371.5,352.25,360.53,0
2015-12-04,BTCUSD,360.62,364.4,354.31,363.17,0
2015-12-05,BTCUSD,363.04,395.0,362.08,389.79,0
2015-12-06,BTCUSD,390.01,407.57,386.01,390.6,0
2015-12-07,BTCUSD,390.88,404.24,384.53,396.7,0
2015-12-08,BTCUSD,397.0,422.39,388.37,422.0,0
2015-12-09,BTCUSD,422.0,426.59,405.0,418.73,0
2015-12-10,BTCUSD,418.86,421.82,411.09,414.94,0
2015-12-11,BTCUSD,414.88,458.99,414.8,457.0,0
2015-12-12,BTCUSD,456.32,475.04,402.5,435.61,0
2015-12-13,BTCUSD,435.61,443.92,415.24,433.36,0
2015-12-14,BTCUSD,432.91,450.0,427.3,442.59,0
2015-12-15,BTCUSD,442.55,467.29,442.51,466.01,0
2015-12-16,BTCUSD,466.43,469.99,440.0,454.94,0
2015-12-17,BTCUSD,454.94,458.56,446.21,455.57,0
2015-12-18,BTCUSD,455.71,466.6,450.1,463.52,0
2015-12-19,BTCUSD,463.51,467.0,452.0,462.44,0
2015-12-20,BTCUSD,462.45,462.78,431.5,442.62,0
2015-12-21,BTCUSD,442.62,447.45,424.37,437.52,0
2015-12-22,BTCUSD,437.81,443.64,433.0,435.65,0
2015-12-23,BTCUSD,435.05,445.76,433.62,442.62,0
2015-12-24,BTCUSD,442.62,459.1,442.45,456.13,0
2015-12-25,BTCUSD,456.02,460.0,445.0,455.47,0
2015-12-26,BTCUSD,455.3,460.05,405.5,416.51,0
2015-12-27,BTCUSD,416.35,424.89,407.0,422.32,0
2015-12-28,BTCUSD,421.82,429.0,417.01,420.24,0
2015-12-29,BTCUSD,420.11,433.55,418.01,431.79,0
2015-12-30,BTCUSD,431.77,434.0,420.0,423.55,0
2015-12-31,BTCUSD,423.51,432.59,412.5,429.02,0
2016-01-01,BTCUSD,429.17,436.49,426.26,433.98,0
2016-01-02,BTCUSD,435.67,437.56,432.41,435.4,30096600
2016-01-03,BTCUSD,435.4,435.75,425.02,431.91,39633800
2016-01-04,BTCUSD,431.9,435.79,431.37,433.85,38477500
2016-01-05,BTCUSD,433.84,435.64,430.0,433.34,34522600
2016-01-06,BTCUSD,433.32,433.46,428.15,430.87,34042500
2016-01-07,BTCUSD,430.66,460.15,430.64,459.08,87562200
2016-01-08,BTCUSD,459.07,464.4,447.53,454.44,56993000
2016-01-09,BTCUSD,454.41,456.0,447.66,450.38,32278000
2016-01-10,BTCUSD,450.39,451.39,442.96,449.99,35995900
2016-01-11,BTCUSD,449.99,452.65,445.88,449.19,40450000
2016-01-12,BTCUSD,449.26,449.44,431.83,434.01,115607000
2016-01-13,BTCUSD,434.01,437.5,425.0,432.76,173888000
2016-01-14,BTCUSD,432.7,435.27,428.0,430.03,43945500
2016-01-15,BTCUSD,430.04,430.29,357.3,357.53,153351008
2016-01-16,BTCUSD,357.59,391.0,350.92,388.7,120352000
2016-01-17,BTCUSD,388.7,391.0,372.0,378.46,45319600
2016-01-18,BTCUSD,378.47,386.1,370.1,384.89,54403900
2016-01-19,BTCUSD,384.79,385.5,370.0,375.27,46819800
2016-01-20,BTCUSD,375.28,425.1,369.0,418.54,121720000
2016-01-21,BTCUSD,418.89,424.78,403.21,409.38,68338000
2016-01-22,BTCUSD,409.02,413.99,373.86,382.9,91546600
2016-01-23,BTCUSD,382.93,398.72,382.55,387.5,56247400
2016-01-24,BTCUSD,387.5,406.93,387.49,403.05,54824800
2016-01-25,BTCUSD,403.04,403.04,386.41,391.4,59062400
2016-01-26,BTCUSD,391.4,397.0,387.78,391.54,58147000
2016-01-27,BTCUSD,391.7,397.18,390.7,394.79,47424400
2016-01-28,BTCUSD,394.6,395.0,377.12,379.61,59247900
2016-01-29,BTCUSD,379.63,385.05,363.25,378.68,86125296
2016-01-30,BTCUSD,378.68,382.04,375.0,378.46,30284400
2016-01-31,BTCUSD,378.46,382.5,365.0,367.95,37894300
2016-02-01,BTCUSD,367.89,379.0,366.26,371.33,51656700
2016-02-02,BTCUSD,371.33,374.41,371.17,372.93,40378700
2016-02-03,BTCUSD,372.93,373.01,365.63,368.87,45933400
2016-02-04,BTCUSD,368.87,390.63,368.74,387.99,69285504
2016-02-05,BTCUSD,387.99,389.36,382.99,384.5,43825000
2016-02-06,BTCUSD,384.44,384.54,370.05,375.44,49249300
2016-02-07,BTCUSD,375.44,379.81,373.24,377.49,37076300
2016-02-08,BTCUSD,377.47,379.35,370.5,371.14,47671100
2016-02-09,BTCUSD,371.02,374.93,370.13,372.68,55318500
2016-02-10,BTCUSD,372.76,383.34,371.87,378.44,85130896
2016-02-11,BTCUSD,378.49,379.5,361.1,378.23,74375600
2016-02-12,BTCUSD,378.23,382.05,377.46,382.05,67042800
2016-02-13,BTCUSD,382.05,395.59,381.99,390.99,61911700
2016-02-14,BTCUSD,391.0,406.92,391.0,406.59,74469800
2016-02-15,BTCUSD,406.62,409.09,394.03,398.95,74070496
2016-02-16,BTCUSD,398.94,407.5,390.2,407.42,73093104
2016-02-17,BTCUSD,407.41,420.13,405.69,415.2,83193600
2016-02-18,BTCUSD,415.18,423.2,415.01,421.19,76752600
2016-02-19,BTCUSD,421.18,422.0,416.0,420.72,55711300
2016-02-20,BTCUSD,420.72,444.03,420.09,437.46,93992096
2016-02-21,BTCUSD,438.04,448.7,426.01,438.56,89820704
2016-02-22,BTCUSD,438.56,439.0,430.95,437.55,85385200
2016-02-23,BTCUSD,437.45,440.9,414.16,419.97,85244896
2016-02-24,BTCUSD,420.32,425.6,410.0,423.94,67743696
2016-02-25,BTCUSD,423.87,426.44,418.6,423.54,70798000
2016-02-26,BTCUSD,423.51,430.85,419.53,430.85,61486000
2016-02-27,BTCUSD,430.84,434.97,430.14,433.12,41893600
2016-02-28,BTCUSD,433.09,436.07,423.0,433.73,53033400
2016-02-29,BTCUSD,433.73,442.0,431.13,436.44,60694700
2016-03-01,BTCUSD,436.41,437.78,427.5,433.08,74895800
2016-03-02,BTCUSD,433.03,435.36,418.36,420.39,74955296
2016-03-03,BTCUSD,420.44,422.8,408.63,418.8,100484000
2016-03-04,BTCUSD,418.76,422.21,405.5,407.35,90856096
2016-03-05,BTCUSD,407.38,408.83,381.09,396.08,135384992
2016-03-06,BTCUSD,396.13,409.27,385.01,403.24,91212496
2016-03-07,BTCUSD,403.24,418.74,395.0,412.21,85762400
